isic_code,isic_level,section,activity_title,aml_rating,risk_score,risk_theme,risk_drivers,cdd_edd,controls,rule_id,rule_basis,notes,source_url
0510,Class,B,Mining of hard coal,Medium,2,Mining / extractives,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
052,Group,B,Mining of lignite,Medium,2,Mining / extractives,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
0520,Class,B,Mining of lignite,Medium,2,Mining / extractives,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
06,Division,B,Extraction of crude petroleum and natural gas,High,3,"Oil, gas and strategic commodities","Commodity trade, sanctions, corruption, and cross-border payment exposure.",Enhanced Due Diligence (EDD),"EDD, sanctions screening, origin/destination checks, commodity documentation, and beneficial ownership review.",H08,\b(oil and gas extraction|crude petroleum|natural gas extraction|petroleum refinery|petroleum products|fuel dealer|pipeline transportation of crude oil|pipeline transportation of natural gas|coal mining|metal ore mining|mining support)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
061,Group,B,Extraction of crude petroleum,High,3,"Oil, gas and strategic commodities","Commodity trade, sanctions, corruption, and cross-border payment exposure.",Enhanced Due Diligence (EDD),"EDD, sanctions screening, origin/destination checks, commodity documentation, and beneficial ownership review.",H08,\b(oil and gas extraction|crude petroleum|natural gas extraction|petroleum refinery|petroleum products|fuel dealer|pipeline transportation of crude oil|pipeline transportation of natural gas|coal mining|metal ore mining|mining support)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
0610,Class,B,Extraction of crude petroleum,High,3,"Oil, gas and strategic commodities","Commodity trade, sanctions, corruption, and cross-border payment exposure.",Enhanced Due Diligence (EDD),"EDD, sanctions screening, origin/destination checks, commodity documentation, and beneficial ownership review.",H08,\b(oil and gas extraction|crude petroleum|natural gas extraction|petroleum refinery|petroleum products|fuel dealer|pipeline transportation of crude oil|pipeline transportation of natural gas|coal mining|metal ore mining|mining support)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
062,Group,B,Extraction of natural gas,Medium,2,Mining / extractives,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
0620,Class,B,Extraction of natural gas,Medium,2,Mining / extractives,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
07,Division,B,Mining of metal ores,Medium,2,Mining / extractives,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
071,Group,B,Mining of iron ores,Medium,2,Mining / extractives,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
0710,Class,B,Mining of iron ores,Medium,2,Mining / extractives,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
072,Group,B,Mining of non-ferrous metal ores,Medium,2,Mining / extractives,"Higher exposure to cash, trade, cross-border flows, commodities, or complex service delivery.",Standard CDD plus targeted enhanced checks,"Obtain additional rationale for activity, source of funds, counterparties, countries, and expected transactional behavior.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
