rakez_code,activity_name,description,licence_type,activity_group,isic_code,isic_title,isic_level,aml_rating,risk_score,risk_theme,cdd_edd,matched_rules,prohibited,zone,source,mapping_basis
809046,Architecture & Town Planning Training,"Includes providing training on the art, science and techniques of building design that encompasses the soundness of the structure and the functional and economic efficiency and aesthetic considerations, also, regulated growth and improvement of towns in both functional and aesthetical points of view, architectural urban design and planning, architecture, cartography, land surveying, community development and planning, landscape architecture, structural architecture, interior design engineering is not involved. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809046 → ISIC 80 (Division)
5143-10,are not related to this activity.,,Commercial,Building materials trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5143-10 → ISIC 51 (Division)
513936,Artificial Flowers & Plants Trading,"Includes reselling artificial flowers and plants made of fibers, glass, ceramic and metal, also, flowers arranging.",Commercial,Ready made garments qroup,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513936 → ISIC 51 (Division)
269910,Artificial Marble Manufacturing,"Includes manufacturing artificial marble by by heating the mixture of marble dust, acrylic or polyester resin with pigments , and then cut in sheets or shapes and sanded on one or both sides to use in different construction applications.",Industrial,Block and building stones industry,26,"Manufacture of computer, electronic and optical products",Division,Medium,2,Manufacturing,Standard CDD + monitoring,MH05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 269910 → ISIC 26 (Division)
232006,Asphalt & Paving Materials Manufacturing,Includes manufacturing asphalt and paving materials derived from petroleum distillation for using in road paving.,Industrial,Manufacture of petroleum products,23,Manufacture of other non-metallic mineral products,Division,High,3,Manufacturing,Enhanced Due Diligence (EDD),H08,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 232006 → ISIC 23 (Division)
519012,Astronomy Equipment Trading,"Includes reselling telescopes and magnifying equipment in different sizes and magnitudes to observe astronomical phenomena, in addition to measuring instruments to indicate directions, geographical locations, celestial bodies distances calculations..etc.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 519012 → ISIC 51 (Division)
252009,Audio Cassettes Manufacturing,"Includes manufacturing blank magnetic and optical recording media for audio materials recording, including tapes, cassettes, diskettes, discs.",Industrial,Plastic industries,2520,Manufacture of weapons and ammunition,Class,High,3,Arms / ammunition / explosives / defense-sensitive goods,Enhanced Due Diligence (EDD),,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 252009 → ISIC 2520 (Class)
513914,"Audio-Visual, Recording Equipment & Accessories Trading","Includes reselling audio-visual electronic equipment, involving radio sets, gramophones, loud-speakers television and video sets, cinematography projectors, slides projectors, instant translators respectively, also, cinematography and television photographing systems, as well as other non-commercial. Equipment used for photographing and recording inside studios or for commercial purposes are classified under Class 5150.",Commercial,Electronics group,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513914 → ISIC 51 (Division)
513969,"Authentic Antiques, Artefacts & Artworks Trading","Includes firms trade in genuine antiques, artifacts and original artworks,, including paintings, drawings, sculptures, photographs, handicraft works, masterworks, and old antique cameras and accessories. Also includes promotional activities for these works such as advertising, public relations and events through a licensed media provider.",Commercial,Ready made garments qroup,51,Air transport,Division,High,3,Transportation / storage,Enhanced Due Diligence (EDD),H06,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513969 → ISIC 51 (Division)
343004,Auto Accessories Manufacturing,"Includes manufacturing of accessories and attachments fitted to motor vehicles in order to modify the external outline of the car, such as bumpers, air deflectors, additional tyre covers, baggage support base and other accessories made of metals, fiber glass or reinforced plastic...etc.",Industrial,"Manufacture of motor vehicles, motorcycles & its spare parts",C,Manufacturing,Section,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC C
503002,Auto Accessories Trading,"Includes the reselling accessories fitted in cars and vehicles such as, additional bumpers to adjust exterior, air deflectors to increase the car’s efficiency , baggage loading racks to diversify the car’s use , as well as sun and rain protectors and small trailers, also, devices fitted in public service vehicles such as police, ambulances and fire.engines.",Commercial,Auto spare parts trading,50,Water transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 503002 → ISIC 50 (Division)
313005,Auto Electrical Wires Manufacturing,Includes manufacturing the wire that connect motor vehicle electrical equipment.,Industrial,Pipes and wires manufacturing,31,Manufacture of furniture,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 313005 → ISIC 31 (Division)
292102,Auto Irrigation Devices Manufacturing,"Includes manufacturing equipment and accessories used in the artificial application of water to the land or soil where the natural rainfall was insufficient to support crops, it involves pivots for overhead irrigation, pumps, sprinklers, drippers, control and automation equipment.",Industrial,Equipment and engines manufacturing,292,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 292102 → ISIC 292 (Group)
503001,Auto Spare Parts & Components Trading,"Includes reselling spare parts and to use fully or partially in repairing and maintaining motor vehicles, buses, trucks and trailers and other relevant requisites including oils, detergents, paints .. etc..",Commercial,Auto spare parts trading,50,Water transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 503001 → ISIC 50 (Division)
172109,Auto Tarpaulin Tailoring,"Includes sewing tarpaulin using strong, flexible, water-resistant or waterproof material to use as loose covers for cars in order to protect from wind, rain, or sunlight.",Industrial,Combing and upholstery,17,Manufacture of paper and paper products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 172109 → ISIC 17 (Division)
172105,Auto Upholstery Manufacturing,"Includes the manufacture of all kinds of auto-upholstery pieces such as seats or steering wheel and gear covers...etc. It also includes the manufacture of mats and similar products made of fabric, leather, plastic, or other natural or artificial fibers, which are prepared by means of cutting and tailoring.",Industrial,Manufacture of mats and rugs,17,Manufacture of paper and paper products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 172105 → ISIC 17 (Division)
515937,Auto Washing Equipment Trading,"Includes reselling automatic and manual car cleaning and washing equipment, involving fully automatic tunnel car wash equipment, high press automatic car wash equipment, rollover car wash equipment, mobile equipment, vacuum cleaners, foamers, dryers.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,MH02,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515937 → ISIC 51 (Division)
291909,Automatic Gates & Barriers Manufacturing,"Includes manufacturing and assembling remotely controlled gates and barriers to control entry and exit of cars in residential building and private or public parks, it includes making aluminium and steel gates and barriers, assembling motors, remote control devices and transmission and receivers.",Industrial,Equipment and engines manufacturing,291,Manufacture of motor vehicles,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 291909 → ISIC 291 (Group)
515956,Automatic Gates & Barriers Trading,"Includes reselling automatic gates opened and closed doors by remote controls, as well as automatic barriers regulating entrance and exit in private and public parkings.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515956 → ISIC 51 (Division)
341001,Automobile Assembly,"Includes manufacturing of assembled motor vehicles for transporting passengers, mainly sedans, sports cars and buses, the process involves the assembling using parts and components fully manufactured outside the factory or partly inside",Industrial,"Manufacture of motor vehicles, motorcycles & its spare parts",?,Unresolved — manual ISIC mapping,Unresolved,Medium,2,"Manufacture of motor vehicles, motorcycles & its spare parts",Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Theme / group heuristic — ISIC parent not resolved
